item name中文,model name中文,price,image url,product link,二级类目,三级类目,四级类目,邀请码,model id,final_1688_link,price judge,销售优先级,itemid,最大价格,销售优先级,该款式有sku数,是否有高价品加投资源,是否为重抛货,是否重点招募
300000瓦太阳能灯买一送一Senst户外防水LED太阳能泛光灯路灯带遥控器,300000W 买一送一,75.38,https://cf.shopee.ph/file/ph-11134207-820l8-mr8h8febh5a90e,http://shopee.ph/product/1256217139/25583488950,灯光,太阳能灯,太阳能路灯,IVCN2026091815973,445464962037,相似款：https://detail.1688.com/offer/1006552759091.html?kj_agent_plugin=aliprice&fromkv=xytTrace:2146938717799508509817314e0ef8&token=huelZyfGwxZHu1eK4Wu7hhNYCNVtJ38YWRzC1spPWr93iK2GOdHua4GFqK26dNZG,P1,高销售优先级,25583488950,75.38,高销售优先级,1,否,是,是
现代三合一方形LED吸顶灯（42*42*6厘米）,42*42*6厘米,66.68,https://cf.shopee.com.br/file/br-11134207-7r98o-mbp4pexmb4bree,http://shopee.com.br/product/1531248173/23598686222,灯光,室内固定照明-天花灯,吊灯/吸顶灯/面板灯/风扇灯,IVCN2026091815687,159785194331,https://detail.1688.com/offer/922809341655.html?spm=a26352.b28411319/2508.0.0,P0,高销售优先级,23598686222,66.68,高销售优先级,1,否,是,是
花岗岩纹理纸板 | 270克/平方米 | 邀请函 | 信封 | DIY工艺品 | 白色,A4 x 20s，白色,4,https://cf.shopee.ph/file/ph-11134207-81ztp-meo3oosrgb9f6d,http://shopee.ph/product/334793736/5866956450,派对用品,牌,,IVCN2026091814305,72203081805,相似款：https://detail.1688.com/offer/678301090401.html?kj_agent_plugin=aliprice&fromkv=xytTrace:0,P1,高销售优先级,5866956450,4,高销售优先级,1,否,是,是
中秋传统纸灯笼 12pcs / Mid Autumn Moon Cake Festival Paper Lantern / 中秋节 纸灯笼 日本纸灯笼 Tanglung Tang Lung Decoration Lantern,（XL）16A - 12件,17.29,https://cf.shopee.com.my/file/43b85b77af25f6ca5bec88521ca95151,http://shopee.com.my/product/80388197/3352569489,派对用品,其他的,,IVCN2026091814241,36878735725,相似款：https://detail.1688.com/offer/35207559642.html?fromkv=cbuPcPlugin:imageSearchDrawerCard&spm=a2639h.29135425.offerlist.i1&source=action%23offerItem%3Borigin%23shopee.com.my&amug_biz=oneself&amug_fl_src=awakeId_982,P1,高销售优先级,3352569489,17.29,高销售优先级,1,否,是,是
KMIPH 折叠床带床垫折叠椅户外单人折叠床椅带泡沫午睡床,56×179【仅床】,48.7,https://cf.shopee.ph/file/ph-11134207-7rasj-madtkrp0oar5c7,http://shopee.ph/product/1547699858/43002692004,寝具,其他的,,IVCN2026091816533,265222936390,https://detail.1688.com/offer/739161332699.html?spm=a26352.b28411319.offerlist.5.163c1e62uvIsTU,P0,高销售优先级,43002692004,48.7,高销售优先级,2,否,是,是
太阳能灯，太阳能花园泛光灯，功率可选100瓦、200瓦、500瓦、800瓦、1000瓦，铝制外壳，两年质保,1000瓦原装电池，尺寸45x67厘米,145,https://cf.shopee.vn/file/vn-11134207-7ras8-mbozonoai4c2c2,http://shopee.vn/product/120077135/3718052336,灯光,太阳能灯,太阳能投光灯,IVCN2026091814251,290594521099,https://detail.1688.com/offer/746643237385.html?kj_agent_plugin=aliprice&fromkv=xytTrace%3A0b51056217640427234991135e0d87&token=h6weO%2F%2BxgqsJOPZzvnMltI7rj98yppVROp6Ecvf%2BJsUNgJclIo2uUdoLFJdzHCaz&tracelog=cps&clickid=e8442537064f2740c7dd689cfc40481f&targetUrl=https%3A%2F%2Fs.click.1688.com%2Ft%3Fe%3DA6FEAF87A2FCFBDD05C1BD6ABB449CE46147FC88EA630CBAC31FEFBD3966EDE4DF88C915D5486E33D1003E749B3EAAA5861098A75E16F4D226600F2847DABD1A5F0FFA4FF39BCCC320D4625E68D0D47AF6FEC9241CC79F982F2298161E9E1CDC31BEBF93134A5E855DF96BD0C7F1EAED718DB49D43B6DF26CC6F5316BEA5D89D7EEF6D6099BA67CE089F770C23C101B7124A5DC43CFFD8CC7BE2C977F21ECC0E6EB4164DF0EDDAF41DCA52A0A5DCCA5FBD8A4DE49F45D045FDD64B4C78C6AED0D787FE627A7A95005859AAEA2BDF20CB42DDC7FBBEC4FA3FECB7F65B0753FE2E40C585ADF1D61A949A5630D7A2472D3C%26cbu_cps_trace_flag%3Dwrite,P0,高销售优先级,3718052336,145,高销售优先级,3,否,是,是
婚礼请柬、教父母、我愿意、2个金色玻璃高脚杯,卡皮托内,10.5,https://cf.shopee.com.br/file/sg-11134201-22110-mclq1i67phjv6f,http://shopee.com.br/product/757990013/14887033625,派对用品,牌,,IVCN2026091814617,165006461522,https://detail.1688.com/offer/927459099489.html?fromkv=cbuPcPlugin:imageSearchDrawerCard&spm=a2639h.29135425.offerlist.i10&source=action%23offerItem%3Borigin%23shopee.com.my&amug_biz=oneself&amug_fl_src=awakeId_982,P0,高销售优先级,14887033625,10.5,高销售优先级,2,否,是,是
MODI应急灯，聚光灯60W/110W白光，露营灯，太阳能供电，移动电源，USB充电。,110瓦,32.37,https://cf.shopee.co.th/file/th-11134207-7ra0p-mb6pg41bedf86f,http://shopee.co.th/product/60805513/42155208547,灯光,太阳能灯,太阳能户外出行灯,IVCN2026091816501,243537880144,https://detail.1688.com/offer/733107407058.html?kj_agent_plugin=aliprice&fromkv=xytTrace:0,P0,高销售优先级,42155208547,32.37,高销售优先级,1,否,是,是
高级圣诞树 180厘米 900枝 超茂盛 大型豪华圣诞装饰,1.80米和900个分支,60,https://cf.shopee.com.br/file/br-11134207-81z1k-mhj27mchbyf717,http://shopee.com.br/product/290102866/23793257764,派对用品,其他的,,IVCN2026091815713,209179253100,"相似款：
https://detail.1688.com/offer/655316132904.html?kj_agent_plugin=aliprice&fromkv=xytTrace:0b0fdc4f17643036479682731e1562&token=bYLUjrmb8Pn94jmpzCMJrcDMTpvmOnNxKxYs22j3fbUdAKkiuJR6M1wY7tvjRWzM",P1,高销售优先级,23793257764,60,高销售优先级,2,否,是,是
【批发价】120颗LED皮肤检查灯，高品质冷光曲轴灯 - 无发热，无眩光,亮黑色，单色,60.01,https://cf.shopee.vn/file/8236ab0a9222b03d7dc470013c7ac5d8,http://shopee.vn/product/17968318/1670857135,灯光,功能灯,功能灯,IVCN2026091814203,200026371588,相似款：https://detail.1688.com/offer/586808022633.html?spm=a26352.b28411319/2508.0.0.1ce91e62SvYgvr,P1,高销售优先级,1670857135,60.01,高销售优先级,2,否,是,是
太阳能杆灯，可调节三灯太阳能灯，全年零电费，10W亮度，带遥控器，三色光，花园户外杆灯。,尺寸 38*20*15，黑色，太阳能供电。,42,https://cf.shopee.co.th/file/ade9e403dfc0a5d0b04077d5aef6973a,http://shopee.co.th/product/352955145/4195356058,灯光,太阳能灯,太阳能庭院灯,IVCN2026091814271,130897821105,https://detail.1688.com/offer/639629399279.html?spm=a26352.b28411319/2508.0.0,P0,高销售优先级,4195356058,42,高销售优先级,1,否,是,是
EMA Mochi 冰凉睡眠枕，采用优质冰凉枕套和超柔软超细纤维人造羽毛填充物。,1个蓝色麻糬枕头,13,https://cf.shopee.vn/file/vn-11134207-81ztc-mrlb23xbwnwo03,http://shopee.vn/product/292822630/43507431035,寝具,枕头,,IVCN2026091816553,253598895257,https://detail.1688.com/offer/899266355759.html?fromkv=cbuPcPlugin:imageSearchDrawerCard&spm=a2639h.29135425.offerlist.i26&source=action%23offerItem%3Borigin%23shopee.vn&amug_biz=oneself&amug_fl_src=awakeId_982,P0,高销售优先级,43507431035,13,高销售优先级,3,否,是,是
5个装LED面板吸顶灯，功率可选12W、18W、24W，表面安装/嵌入式/方形/圆形，白光/中性光/暖光,25W 方形白色表面安装灯泡，中性白光 (4000K),54.67,https://cf.shopee.com.br/file/br-11134207-820m4-mmxhje6n74zka1,http://shopee.com.br/product/751381461/23092463931,灯光,室内固定照明-天花灯,吊灯/吸顶灯/面板灯/风扇灯,IVCN2026091815487,209603748251,相似款：https://detail.1688.com/offer/981180585914.html?fromkv=cbuPcPlugin:imageSearchDrawerCard&spm=a2639h.29135425.offerlist.i0&source=action%23offerItem%3Borigin%23shopee.com.br&amug_biz=oneself&amug_fl_src=awakeId_982,P1,高销售优先级,23092463931,54.67,高销售优先级,1,否,是,是
大型生日快乐气球套装，2026 年新款设计，泰国现货发货。,#62 + 底座,14,https://cf.shopee.co.th/file/th-11134207-7rask-m37luqp4fyd78b,http://shopee.co.th/product/503766953/8586410594,派对用品,气球,,IVCN2026091814415,89057126305,相似款：https://detail.1688.com/offer/674142337240.html?kj_agent_plugin=aliprice&fromkv=xytTrace:0,P1,高销售优先级,8586410594,14,高销售优先级,1,否,是,是
面板支持 2.0 x 3.0，适用于派对、活动和装饰。,面板支持 2.0 x 3.0，适用于派对、活动和装饰。,53,https://cf.shopee.com.br/file/br-11134207-7qukw-lf5kdrp59p9b4f,http://shopee.com.br/product/309828252/20177393831,派对用品,背景幕布和横幅,,IVCN2026091814939,204157751119,相似款：https://detail.1688.com/offer/914502738334.html?fromkv=cbuPcPlugin:imageSearchDrawerCard&spm=a2639h.29135425.offerlist.i7&source=action%23offerItem%3Borigin%23shopee.com.br&amug_biz=oneself&amug_fl_src=awakeId_982,P1,高销售优先级,20177393831,53,高销售优先级,1,否,是,是
防尘螨床单套装（6英尺/5英尺/4英尺/3.5英尺/3英尺），缎纹条纹设计，凉爽舒适（床单+枕套）。,白色，5英尺+2个枕套,16.23,https://cf.shopee.co.th/file/th-11134207-7rasi-m4qyd11d9plg4b,http://shopee.co.th/product/1334486655/28572955058,寝具,床单、枕套和抱枕套,,IVCN2026091816231,233683749943,https://detail.1688.com/offer/900800639218.html?spm=a26352.b28411319.offerlist.154.47171e62mHlAhW,P0,高销售优先级,28572955058,16.23,高销售优先级,1,否,是,是
一次性床单和枕套，卫生，一次性使用，适用于医疗保健和酒店业（10件装）,床单（10 片装）,10.75,https://cf.shopee.com.my/file/my-11134207-7r98w-lz98vbdmvgx5ee,http://shopee.com.my/product/223983694/27458794900,寝具,床单、枕套和抱枕套,,IVCN2026091816153,241440594555,相似款：https://detail.1688.com/offer/986501751734.html?spm=a26352.13672862.offerlist.55.55aa5ee742R5Uu&offerId=986501751734&sortType=&pageId=&abBizDataType=cbuOffer&hotSaleSkuId=6118035691654&trace_log=normal&uuid=f44e923ba7094125a8ce53b28b7e79d5&forcePC=1765189620950,P1,高销售优先级,27458794900,10.75,高销售优先级,1,否,是,是
促销：风旗套装 3 件装（2.10 米） - 可定制您的品牌,促销：风旗套装 3 件装（2.10 米） - 可定制您的品牌,156.04,https://cf.shopee.com.br/file/br-11134207-81ztn-mkwh1edllkhu65,http://shopee.com.br/product/1191223423/43954036635,派对用品,背景幕布和横幅,,IVCN2026091816583,265342066244,相似款：https://detail.1688.com/offer/715824407986.html?kj_agent_plugin=aliprice&fromkv=xytTrace:0,P1,高销售优先级,43954036635,156.04,高销售优先级,1,否,是,是
五星级酒店级优质仿羽绒枕，直接从龙枕工厂发货。,1350克,36.69,https://cf.shopee.co.th/file/th-11134207-81ztq-mselx570e0wa08,http://shopee.co.th/product/676390370/16200893140,寝具,枕头,,IVCN2026091814657,160037759690,相似款：https://detail.1688.com/offer/710770712433.html?fromkv=cbuPcPlugin:imageSearchDrawerCard&spm=a2639h.29135425.offerlist.i9&source=action%23offerItem%3Borigin%23shopee.co.th&amug_biz=oneself&amug_fl_src=awakeId_982,P1,高销售优先级,16200893140,36.69,高销售优先级,1,否,是,是
朗东太阳能LED泛光灯 - 型号CP03.SL 100w 200w 300w 400w 500w。24个月官方保修。,CP03.SL.RAD 100W.V2,88,https://cf.shopee.vn/file/sg-11134201-824g6-mepn8zhnda8095,http://shopee.vn/product/369237090/42319213020,灯光,太阳能灯,太阳能庭院灯,IVCN2026091816509,301574429960,https://detail.1688.com/offer/826236035986.html?fromkv=cbuPcPlugin:imageSearchDrawerCard&spm=a2639h.29135425.offerlist.i0&source=action%23offerItem%3Borigin%23shopee.vn&amug_biz=oneself&amug_fl_src=awakeId_982,P0,高销售优先级,42319213020,88,高销售优先级,2,否,是,是
圣诞装饰用窗帘，带 900 个 LED 灯，4x3 米，防水，固定功能，带公母连接器，110/220V，白色电线。,保温 - 防水，220伏,32,https://cf.shopee.com.br/file/br-11134207-7r98o-lyffeie6nel19b,http://shopee.com.br/product/1103274582/18299351678,灯光,装饰圆形灯,灯串/灯带/窗帘灯/装饰灯/舞台,IVCN2026091814731,159778558009,"相似款：
https://detail.1688.com/offer/742273537530.html?fromkv=cbuPcPlugin:imageSearchDrawerCard&spm=a2639h.29135425.offerlist.i4&source=action%23offerItem%3Borigin%23cf.shopee.com.br&amug_biz=oneself&amug_fl_src=awakeId_982",P1,高销售优先级,18299351678,32,高销售优先级,1,否,是,是
Evora 自动感应灯，无线 LED 灯，带磁铁的自动路径灯，无需电池，适用于卧室。,🔥买一送一🔥 - 60厘米💥💥,25.7,https://cf.shopee.co.th/file/th-11134207-81ztn-mr1dwnkhpd6o89,http://shopee.co.th/product/1689038851/55652975993,灯光,室内移动照明,感应灯/磁吸灯/粘​​贴灯/橱柜灯/衣柜灯/走廊灯,IVCN2026091816719,440646774221,相似款：https://detail.1688.com/offer/970542473795.html?fromkv=cbuPcPlugin:imageSearchDrawerCard&spm=a2639h.29135425.offerlist.i10&source=action%23offerItem%3Borigin%23cf.shopee.co.th&amug_biz=oneself&amug_fl_src=awakeId_982,P1,高销售优先级,55652975993,25.7,高销售优先级,1,否,是,是
[G40 防碎灯串] 户外照明 62米 120颗LED灯泡灯串 装饰 嘉年华 圣诞节,40米/76颗LED灯 + 5颗备用灯，220伏,125,https://cf.shopee.com.br/file/br-11134207-81z1k-mhuivb2kggli10,http://shopee.com.br/product/1614704533/58201473305,灯光,装饰圆形灯,灯串/灯带/窗帘灯/装饰灯/舞台,IVCN2026091816759,169723054093,相似款：https://detail.1688.com/offer/1039908799970.html?fromkv=cbuPcPlugin:imageSearchDrawerCard&spm=a2639h.29135425.offerlist.i1&source=action%23offerItem%3Borigin%23cf.shopee.com.br&amug_biz=oneself&amug_fl_src=awakeId_982,P1,高销售优先级,58201473305,125,高销售优先级,3,否,是,是
圣诞彩灯 LED 100米 1000灯 户外防水透明线,暖白光，1000 灯 100 米,52,https://cf.shopee.ph/file/959f61b7673c1e16336c8491305137a8,http://shopee.ph/product/273601846/9891803816,灯光,装饰圆形灯,灯串/灯带/窗帘灯/装饰灯/舞台,IVCN2026091814467,57161429755,"相似款：
https://detail.1688.com/offer/610631559096.html?kj_agent_plugin=aliprice&fromkv=xytTrace:0b52090217645606318342607e0f62&token=XIT7p8Yn56YTtz3H0SkOSxFFfBF%2BK88qCHxGq7R2jvzuA2MRz%2B8RRz8ZWyDKTnR%2B",P1,高销售优先级,9891803816,52,高销售优先级,1,否,是,是
精美定制亚克力3D幻觉LED夜灯 - 送给男友/女友的个性化礼物,1 个带文字的头像，木质底座,21.17,https://cf.shopee.ph/file/sg-11134201-22100-te5k0hrlv3iva1,http://shopee.ph/product/481502622/12217686626,灯光,室内移动照明,台灯/落地灯/夹子灯/学习灯/小夜灯,IVCN2026091814541,187140838431,https://detail.1688.com/offer/673958256176.html?kj_agent_plugin=aliprice&fromkv=xytTrace:0,P0,高销售优先级,12217686626,21.17,高销售优先级,1,否,是,是
DJ灯 36W 遥控旋转光束舞台灯光氛围激光迪斯科派对灯,美规插头,147.18,https://cf.shopee.ph/file/ph-11134207-7rasa-m4a7qai1kq9764,http://shopee.ph/product/655692001/28721924226,灯光,装饰圆形灯,灯串/灯带/窗帘灯/装饰灯/舞台,IVCN2026091816239,128169397496,"相似款：
https://detail.1688.com/offer/897563826059.html?spm=a26352.b28411319.offerlist.16.367f1e62jULewp",P1,高销售优先级,28721924226,147.18,高销售优先级,1,否,是,是
双波纹有机板材 2 米 MDF 派对装饰活动生日派对装饰自提组装,双波纹有机板材 2 米 MDF 派对装饰活动生日派对装饰自提组装,68.62,https://cf.shopee.com.br/file/br-11134207-81z1k-mdylx4v735z6ce,http://shopee.com.br/product/824436583/18799596144,派对用品,背景幕布和横幅,,IVCN2026091814789,239415016354,相似款：https://detail.1688.com/offer/775387094736.html?kj_agent_plugin=aliprice&fromkv=xytTrace:0,P1,高销售优先级,18799596144,68.62,高销售优先级,1,否,是,是
（4-10）个 3色变换 5W LED筒灯 嵌入式孔灯 针形灯 客厅 书房 走廊,金色圆圈，10个/三色,38.3,https://cf.shopee.ph/file/sg-11134201-22110-5n87zdpmqpjv53,http://shopee.ph/product/432848603/10544085982,灯光,室内固定照明-其他,筒灯/射灯/镶嵌灯/轨道灯/壁灯/镜前灯/橱窗灯,IVCN2026091814495,220235094007,https://detail.1688.com/offer/989880488454.html?kj_agent_plugin=aliprice&fromkv=xytTrace:2133d7d417817729907447927e0c29&token=fKfWq97RjxuyYyV6acZWgePITwzBX0YX50Ls6raYVFRxCYTbXa98krczaFtp1HxW,P0,高销售优先级,10544085982,38.3,高销售优先级,1,否,是,是
50个一次性甜点盘套装，耐用/金色盘子,50个一次性甜点盘套装，耐用/金色盘子,32.5,https://cf.shopee.com.br/file/br-11134207-7r98o-ltfhe4x4hpntf6,http://shopee.com.br/product/1073414210/23992931705,派对用品,一次性餐具,,IVCN2026091815781,199161644538,https://detail.1688.com/offer/42956942096.html?kj_agent_plugin=aliprice&fromkv=xytTrace%3A0&tracelog=cps&clickid=a4a346346982060223d07368640027dc&targetUrl=https%3A%2F%2Fs.click.1688.com%2Ft%3Fe%3DA6FEAF87A2FCFBDD05C1BD6ABB449CE46147FC88EA630CBAC31FEFBD3966EDE4DF88C915D5486E33D1003E749B3EAAA5861098A75E16F4D226600F2847DABD1A5F0FFA4FF39BCCC320D4625E68D0D47AF6FEC9241CC79F982F2298161E9E1CDC1EB2AC3AA5128B565B42A0C1E4AFD02098148E03E5FF65CBA360860FA8B35CCD7EEF6D6099BA67CE089F770C23C101B75D6554214458284644D4A984571E5548BC9383AAF40937AA44D4A984571E5548E5CDCC7394C23C724FAD105E3FC613BD1F023A2AA4DB68F98AECE5DE88603E45FA273EC0773F19DD0A410A8C71A8774FE745EBB199B9C917%26cbu_cps_trace_flag%3Dwrite,P0,高销售优先级,23992931705,32.5,高销售优先级,1,否,是,是
特大号四件套床单，饰有缎带细节。,白色饰带 海军蓝,74.46,https://cf.shopee.com.br/file/br-11134207-7r98o-lww2uskr6zzzfc,http://shopee.com.br/product/407980593/21165790492,寝具,床单、枕套和抱枕套,,IVCN2026091815039,109864826415,相似款：https://detail.1688.com/offer/984025286697.html?kj_agent_plugin=aliprice&fromkv=xytTrace:0,P1,高销售优先级,21165790492,74.46,高销售优先级,1,否,是,是
以荷花为造型的玉米秸秆吊灯。,以荷花为造型的玉米秸秆吊灯。,38,https://cf.shopee.com.br/file/br-11134207-81ztc-mk1nt2emrv2ba2,http://shopee.com.br/product/422680252/22897349729,灯光,室内固定照明-天花灯,吊灯/吸顶灯/面板灯/风扇灯,IVCN2026091815443,129827523965,相似款：https://detail.1688.com/offer/1063039553997.html?fromkv=cbuPcPlugin:imageSearchDrawerCard&spm=a2639h.29135425.offerlist.i5&source=action%23offerItem%3Borigin%23shopee.com.br&amug_biz=oneself&amug_fl_src=awakeId_982,P1,高销售优先级,22897349729,38,高销售优先级,1,否,是,是
Safari 动物气球套装，金属色，含中心装饰底座，狮子/老虎/考拉/猴子/大象，高级款,10个单位,6.2,https://cf.shopee.com.br/file/br-11134207-7r98o-m97povbk7oe100,http://shopee.com.br/product/299927663/22292861194,派对用品,气球,,IVCN2026091815225,169713866654,,P2,高销售优先级,22292861194,6.2,高销售优先级,1,否,是,是
派对装饰用LED蝴蝶，生日背景，固定不动 - 不含支架,暖白色，30x40 - (每翼20厘米),40,https://cf.shopee.com.br/file/br-11134207-81z1k-mig68q6p2k8xa8,http://shopee.com.br/product/341766500/23798933201,派对用品,其他的,,IVCN2026091815733,199179962731,"相似款：
https://detail.1688.com/offer/895257037506.html?kj_agent_plugin=aliprice&fromkv=xytTrace:2",P1,高销售优先级,23798933201,40,高销售优先级,2,否,是,是
中秋节传统纸灯笼(1包里有6个）/ 蜡烛（现货）TRADITIONAL MID AUTUMN FESTIVAL PAPER LANTERN(Six in one bag） 中秋灯笼 / Candle,18cm x 18cm 1包6个,6.5,https://cf.shopee.com.my/file/f8ba9e9575b3a16f281a8fcd2cc902c7,http://shopee.com.my/product/304936951/10814686245,派对用品,其他的,,IVCN2026091814501,100804174021,相似款：https://detail.1688.com/offer/929974984654.html?spm=a26352.b28411319.offerlist.1.43991e62piPwmM,P1,高销售优先级,10814686245,6.5,高销售优先级,4,否,是,是
女孩每月成长里程碑气球造型套装 - 魔法花园,女孩每月成长里程碑气球造型套装 - 魔法花园,16,https://cf.shopee.com.br/file/br-11134207-7r98o-mampke1k5iih15,http://shopee.com.br/product/443135592/23593968372,派对用品,其他的,,IVCN2026091815673,228784195488,"https://detail.1688.com/offer/745113786541.html?kj_agent_plugin=aliprice&fromkv=xytTrace:0
https://detail.1688.com/offer/830627735248.html?kj_agent_plugin=aliprice&fromkv=xytTrace:0",P0,高销售优先级,23593968372,16,高销售优先级,1,否,是,是
ALOOMA 可水洗高级床垫保护套 舒适床垫垫层 防水柔软床垫套,女王,28,https://cf.shopee.com.my/file/my-11134207-820li-mqht4sxo2vikb0,http://shopee.com.my/product/391813448/43804647842,寝具,床垫保护套和床垫垫层,,IVCN2026091816577,265395220755,相似款：https://detail.1688.com/offer/796802750328.html?kj_agent_plugin=aliprice&fromkv=xytTrace:0,P1,高销售优先级,43804647842,28,高销售优先级,1,否,是,是
装饰蛋糕架，带3个底座，颜色可选，模压泡沫塑料模型，无缝EVA泡沫，派对装饰摆件,装饰蛋糕架，带3个底座，颜色可选，模压泡沫塑料模型，无缝EVA泡沫，派对装饰摆件,5.58,https://cf.shopee.com.br/file/7eccf6d792685ab54cd7e21055aca37a,http://shopee.com.br/product/403683827/20744711129,派对用品,其他的,,IVCN2026091814997,202260572973,,P2,高销售优先级,20744711129,5.58,高销售优先级,1,否,是,是
Topper.story 加厚 5 英寸床垫垫层。采用棉涤混纺面料，柔软舒适，有助于缓解背部疼痛。,蛋奶冰淇淋，5英尺,90,https://cf.shopee.co.th/file/th-11134207-81ztn-mrn0l9mjv3t480,http://shopee.co.th/product/452461868/20831389443,寝具,床垫保护套和床垫垫层,,IVCN2026091815001,201617492674,https://detail.1688.com/offer/520412811004.html?kj_agent_plugin=aliprice&fromkv=xytTrace:0,P0,高销售优先级,20831389443,90,高销售优先级,7,否,是,是
【实际功率】正品京东1200W太阳能灯，天黑自动亮起，防水，防雷。,300W 【买一送一】,113.45,https://cf.shopee.co.th/file/th-11134207-7ras8-m8fx57y42wa618,http://shopee.co.th/product/242562011/13645857727,灯光,太阳能灯,太阳能投光灯,IVCN2026091814573,253210418444,相似款：https://detail.1688.com/offer/968489082712.html?fromkv=cbuPcPlugin:imageSearchDrawerCard&spm=a2639h.29135425.offerlist.i2&source=action%23offerItem%3Borigin%23shopee.co.th&amug_biz=oneself&amug_fl_src=awakeId_982,P1,高销售优先级,13645857727,113.45,高销售优先级,1,否,是,是
⚡️促销中！Baseus LED 台灯，护眼阅读灯，床头灯。,台灯,107.57,https://cf.shopee.co.th/file/th-11134207-81ztq-mlstu0lw6ww577,http://shopee.co.th/product/309606885/10539307312,灯光,室内移动照明,台灯/落地灯/夹子灯/学习灯/小夜灯,,98862166878,https://detail.1688.com/offer/643183808032.html?kj_agent_plugin=aliprice&fromkv=xytTrace%3A0&tracelog=cps&clickid=02f1f9dca39b139d63d50219766b91f5&targetUrl=https%3A%2F%2Fs.click.1688.com%2Ft%3Fe%3DA6FEAF87A2FCFBDD05C1BD6ABB449CE46147FC88EA630CBAC31FEFBD3966EDE4DF88C915D5486E33D1003E749B3EAAA5861098A75E16F4D226600F2847DABD1A5F0FFA4FF39BCCC320D4625E68D0D47AF6FEC9241CC79F982F2298161E9E1CDC8B3890FE097C62A05D5BF1FDC637F7E4018F7BB552BAC6AD66BA430C43EDF0E07EEF6D6099BA67CE2BA95CC4F9A8AC071B5236C6A2221F013A1EA7EA33AED245EF213A0455FD1BEF0AEB7A27786C858C1226E55AEE9721302BC69D3C72F5DC543BB34E92720EABA4A4C0D8BC997CAFFB2C66C4BF7675745D,P0,高销售优先级,10539307312,107.57,高销售优先级,1,否,是,是
【马来西亚现货】5公斤豆袋填充物/豆袋（聚苯乙烯泡沫颗粒 5公斤）,【马来西亚现货】5公斤豆袋填充物/豆袋（聚苯乙烯泡沫颗粒 5公斤）,2.5,https://cf.shopee.com.my/file/ba3fe55d65eaa1443940472d2db81159,http://shopee.com.my/product/483293510/7394534190,寝具,其他的,,IVCN2026091814373,83451774529,https://detail.1688.com/offer/830247616805.html?kj_agent_plugin=aliprice&fromkv=xytTrace:2146915b17425491386977443e14b8&token=vCd7FFGoVesEEnbNQ%2FZE2DIj35GBFRCjwubHiYrE2%2BjTt0xV4Xn508x3xHx%2FSXXX,P0,高销售优先级,7394534190,2.5,高销售优先级,1,否,是,是
圆形台灯，带开关和米色花瓣灯罩，适用于家居、客厅角落、卧室、床头柜、办公室。,金杯米色,13.5,https://cf.shopee.com.br/file/br-11134207-7r98o-m64djisydsp18e,http://shopee.com.br/product/718558431/22493276050,灯光,室内移动照明,台灯/落地灯/夹子灯/学习灯/小夜灯,IVCN2026091815293,239416562232,"相似款：
https://detail.1688.com/offer/809184032946.html?kj_agent_plugin=aliprice&fromkv=xytTrace:0",P1,高销售优先级,22493276050,13.5,高销售优先级,2,否,是,是
100片花瓣 + 10根蜡烛 + 10个心形气球 + “我爱你” + “生日快乐” + 丝带 + 气球胶贴 + 充气泵,100片花瓣 + 10根蜡烛 + 10个心形气球 + “我爱你” + “生日快乐” + 丝带 + 气球胶贴 + 充气泵,13,https://cf.shopee.com.br/file/br-11134207-7r98o-mac116t0p11544,http://shopee.com.br/product/427134664/22098570458,派对用品,气球,,IVCN2026091815165,139650694225,相似款：https://detail.1688.com/offer/856055964815.html?kj_agent_plugin=aliprice&fromkv=xytTrace:0,P1,高销售优先级,22098570458,13,高销售优先级,1,否,是,是
Qimedo 太阳能玻璃球串灯，智能、节能、防风雨、LED乒乓球灯套装、花园灯、户外照明。,G40-20M-40灯泡,45,https://cf.shopee.co.th/file/th-11134207-81ztk-mms9n5u176yo25,http://shopee.co.th/product/1218921017/25974419756,灯光,太阳能灯,太阳能灯泡/灯管,IVCN2026091816007,195150533249,https://detail.1688.com/offer/894715010140.html?kj_agent_plugin=aliprice&fromkv=xytTrace:21360a2e17637166551598554e0ee9&token=lWSwHxWJyW0QTq%2BfjOnX0C%2Bgd%2B0u%2F9BJs%2FyhtoiXzdtj5bUZuTq5vddL07G7dIRX,P0,高销售优先级,25974419756,45,高销售优先级,2,否,是,是
【包邮】LED洗墙灯，暖光，建筑外墙灯，LED洗墙灯，壁灯，景观灯，220V LED射灯,暖光 3000K，24W,34,https://cf.shopee.co.th/file/th-11134207-81zto-mhu4venzdix27c,http://shopee.co.th/product/809680361/25453177788,灯光,室内固定照明-其他,筒灯/射灯/镶嵌灯/轨道灯/壁灯/镜前灯/橱窗灯,IVCN2026091815957,157140223426,"相似款：
https://detail.1688.com/offer/812448562987.html?kj_agent_plugin=aliprice&fromkv=xytTrace:0",P1,高销售优先级,25453177788,34,高销售优先级,1,否,是,是
